age,fare,age_z,fare_z
22.0,7.25,-0.5636740664747023,-0.5002397510893574
38.0,71.2833,0.6692169576775449,0.788946607905507
26.0,7.925,-0.2554513104366405,-0.48664993466069395
35.0,53.1,0.4380498906489985,0.4228611129909654
35.0,8.05,0.4380498906489985,-0.4841333019887193
28.0,8.4583,-0.10133993241760961,-0.47591297302898106
54.0,51.8625,1.902107981829792,0.39794644953841574
2.0,21.075,-2.104787846665011,-0.22190017756895475
27.0,11.1333,-0.17839562142712506,-0.4220570338487224
14.0,30.0708,-1.1801195785508258,-0.040787184044554156
4.0,16.7,-1.9506764686459803,-0.3099823210880695
58.0,26.55,2.210330737867854,-0.11167166653646252
20.0,8.05,-0.7177854444937332,-0.4841333019887193
39.0,31.275,0.7462726466870603,-0.016542951535818605
14.0,7.8542,-1.1801195785508258,-0.4880753554061005
55.0,16.0,1.9791636708393074,-0.32407546405112786
2.0,29.125,-2.104787846665011,-0.05982903349378355
28.0,13.0,-0.10133993241760961,-0.38447464817852084
31.0,18.0,0.12982713461093673,-0.28380934129953256
28.0,7.225,-0.10133993241760961,-0.5007430776237524
35.0,26.0,0.4380498906489985,-0.12274485029315124
34.0,13.0,0.36099420163948304,-0.38447464817852084
15.0,8.0292,-1.1030638895413103,-0.48455206966533587
28.0,35.5,-0.10133993241760961,0.06851923277692655
8.0,21.075,-1.6424537126079184,-0.22190017756895475
38.0,31.3875,0.6692169576775449,-0.014277982131041355
28.0,7.225,-0.10133993241760961,-0.5007430776237524
19.0,263.0,-0.7948411335032486,4.648790695770894
28.0,7.8792,-0.10133993241760961,-0.4875720288717055
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
40.0,27.7208,0.8233283356965757,-0.08809987827767862
28.0,146.5208,-0.10133993241760961,2.3037078131670836
28.0,7.75,-0.10133993241760961,-0.49017322040145855
66.0,10.5,2.8267762499439777,-0.434807301618015
28.0,82.1708,-0.10133993241760961,1.008145313634504
42.0,52.0,0.9774397137156066,0.40071474547758795
28.0,7.2292,-0.10133993241760961,-0.500658518765974
21.0,8.05,-0.6407297554842177,-0.4841333019887193
18.0,18.0,-0.871896822512764,-0.28380934129953256
14.0,11.2417,-1.1801195785508258,-0.41987460999558585
40.0,9.475,0.8233283356965757,-0.4554436895282076
27.0,21.0,-0.17839562142712506,-0.22341015717213955
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
3.0,41.5792,-2.0277321576554956,0.1909121394926757
19.0,7.8792,-0.7948411335032486,-0.4875720288717055
28.0,8.05,-0.10133993241760961,-0.4841333019887193
28.0,15.5,-0.10133993241760961,-0.33414199473902667
28.0,7.75,-0.10133993241760961,-0.49017322040145855
28.0,21.6792,-0.10133993241760961,-0.20973578188569775
18.0,17.8,-0.871896822512764,-0.28783595357469205
7.0,39.6875,-1.719509401617434,0.15282642728807924
21.0,7.8,-0.6407297554842177,-0.48916656733266867
49.0,76.7292,1.5168295367822147,0.8985892468519636
29.0,26.0,-0.024284243408094167,-0.12274485029315124
65.0,61.9792,2.749720560934462,0.6016265915589479
28.0,35.5,-0.10133993241760961,0.06851923277692655
21.0,10.5,-0.6407297554842177,-0.434807301618015
28.5,7.2292,-0.0628120879128519,-0.500658518765974
5.0,27.75,-1.8736207796364648,-0.08751199288550533
11.0,46.9,-1.4112866455793722,0.29803613246101984
22.0,7.2292,-0.5636740664747023,-0.500658518765974
45.0,83.475,1.208606780744153,1.0344028522808193
4.0,27.9,-1.9506764686459803,-0.08449203367913571
28.0,27.7208,-0.10133993241760961,-0.08809987827767862
28.0,15.2458,-0.10133993241760961,-0.33925981894075447
29.0,10.5,-0.024284243408094167,-0.434807301618015
19.0,8.1583,-0.7948411335032486,-0.4819528914417204
17.0,7.925,-0.9489525115222794,-0.48664993466069395
26.0,8.6625,-0.2554513104366405,-0.4718018018960432
32.0,10.5,0.20688282362045216,-0.434807301618015
16.0,46.9,-1.026008200531795,0.29803613246101984
21.0,73.5,-0.6407297554842177,0.8335755650572377
26.0,14.4542,-0.2554513104366405,-0.3551971503258359
32.0,56.4958,0.20688282362045216,0.4912289628108992
25.0,7.65,-0.3325069994461559,-0.4921865265390384
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
28.0,8.05,-0.10133993241760961,-0.4841333019887193
0.83,29.0,-2.1949430028061445,-0.06234566616575826
30.0,12.475,0.052771445601421274,-0.3950445054008146
22.0,9.0,-0.5636740664747023,-0.4650068936817115
29.0,9.5,-0.024284243408094167,-0.4549403629938127
28.0,7.7875,-0.10133993241760961,-0.4894182305998661
28.0,47.1,-0.10133993241760961,0.30206274473617944
17.0,10.5,-0.9489525115222794,-0.434807301618015
33.0,15.85,0.2839385126299676,-0.32709542325749746
16.0,34.375,-1.026008200531795,0.045869538729154176
28.0,8.05,-0.10133993241760961,-0.4841333019887193
23.0,263.0,-0.4866183774651868,4.648790695770894
24.0,8.05,-0.4095626884556714,-0.4841333019887193
29.0,8.05,-0.024284243408094167,-0.4841333019887193
20.0,7.8542,-0.7177854444937332,-0.4880753554061005
46.0,61.175,1.2856624697536683,0.5854355836005315
26.0,20.575,-0.2554513104366405,-0.2319667082568536
59.0,7.25,2.287386426877369,-0.5002397510893574
28.0,8.05,-0.10133993241760961,-0.4841333019887193
71.0,34.6542,3.2120546949915547,0.05149068946527694
23.0,63.3583,-0.4866183774651868,0.6293920965023105
34.0,23.0,0.36099420163948304,-0.18314403442054422
34.0,26.0,0.36099420163948304,-0.12274485029315124
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
21.0,77.2875,-0.6407297554842177,0.9098295350180712
33.0,8.6542,0.2839385126299676,-0.47196890630546234
37.0,7.925,0.5921612686680294,-0.48664993466069395
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
21.0,7.65,-0.6407297554842177,-0.4921865265390384
28.0,7.775,-0.10133993241760961,-0.48966989386706367
38.0,7.8958,0.6692169576775449,-0.48723782005286725
28.0,24.15,-0.10133993241760961,-0.15999101383837694
47.0,52.0,1.3627181587631838,0.40071474547758795
14.5,14.4542,-1.1415917340460682,-0.3551971503258359
22.0,8.05,-0.5636740664747023,-0.4841333019887193
20.0,9.825,-0.7177854444937332,-0.4483971180466784
17.0,14.4583,-0.9489525115222794,-0.3551146047741951
21.0,7.925,-0.6407297554842177,-0.48664993466069395
70.5,7.75,3.173526850486797,-0.49017322040145855
29.0,21.0,-0.024284243408094167,-0.22341015717213955
24.0,247.5208,-0.4095626884556714,4.337147012122648
2.0,31.275,-2.104787846665011,-0.016542951535818605
21.0,73.5,-0.6407297554842177,0.8335755650572377
28.0,8.05,-0.10133993241760961,-0.4841333019887193
32.5,30.0708,0.2454106681252099,-0.040787184044554156
32.5,13.0,0.2454106681252099,-0.38447464817852084
54.0,77.2875,1.902107981829792,0.9098295350180712
12.0,11.2417,-1.3342309565698567,-0.41987460999558585
28.0,7.75,-0.10133993241760961,-0.49017322040145855
24.0,7.1417,-0.4095626884556714,-0.5024201616363563
28.0,22.3583,-0.10133993241760961,-0.19606341990539358
45.0,6.975,1.208606780744153,-0.5057763429677017
33.0,7.8958,0.2839385126299676,-0.48723782005286725
20.0,7.05,-0.7177854444937332,-0.5042663633645169
47.0,14.5,1.3627181587631838,-0.35427505611482435
29.0,26.0,-0.024284243408094167,-0.12274485029315124
25.0,13.0,-0.3325069994461559,-0.38447464817852084
23.0,15.0458,-0.4866183774651868,-0.343286431215914
19.0,26.2833,-0.7948411335032486,-0.11704115400538775
37.0,53.1,0.5921612686680294,0.4228611129909654
16.0,9.2167,-1.026008200531795,-0.46064405928157615
24.0,79.2,-0.4095626884556714,0.9483340148992845
28.0,15.2458,-0.10133993241760961,-0.33925981894075447
22.0,7.75,-0.5636740664747023,-0.49017322040145855
24.0,15.85,-0.4095626884556714,-0.32709542325749746
19.0,6.75,-0.7948411335032486,-0.5103062817772562
18.0,11.5,-0.871896822512764,-0.41467424024221733
19.0,36.75,-0.7948411335032486,0.09368555949667362
27.0,7.7958,-0.17839562142712506,-0.489251126190447
9.0,34.375,-1.565398023598403,0.045869538729154176
36.5,26.0,0.5536334241632717,-0.12274485029315124
42.0,13.0,0.9774397137156066,-0.38447464817852084
51.0,12.525,1.6709409148012455,-0.39403785233202476
22.0,66.6,-0.5636740664747023,0.6946574415642337
55.5,8.05,2.017691515344065,-0.4841333019887193
40.5,14.5,0.8618561802013335,-0.35427505611482435
28.0,7.3125,-0.10133993241760961,-0.49898143475337003
51.0,61.3792,1.6709409148012455,0.5895467547334693
16.0,7.7333,-1.026008200531795,-0.4905094425264344
30.0,8.05,0.052771445601421274,-0.4841333019887193
28.0,8.6625,-0.10133993241760961,-0.4718018018960432
28.0,69.55,-0.10133993241760961,0.7540499726228369
44.0,16.1,1.1315510917346374,-0.3220621579135481
40.0,15.75,0.8233283356965757,-0.3291087293950773
26.0,7.775,-0.2554513104366405,-0.48966989386706367
17.0,8.6625,-0.9489525115222794,-0.4718018018960432
1.0,39.6875,-2.1818435356745267,0.15282642728807924
9.0,20.525,-1.565398023598403,-0.23297336132564347
28.0,55.0,-0.10133993241760961,0.46111392960498093
45.0,27.9,1.208606780744153,-0.08449203367913571
28.0,25.925,-0.10133993241760961,-0.12425482989633606
28.0,56.4958,-0.10133993241760961,0.4912289628108992
61.0,33.5,2.4414978048964002,0.02825311002533122
4.0,29.125,-1.9506764686459803,-0.05982903349378355
1.0,11.1333,-2.1818435356745267,-0.4220570338487224
21.0,7.925,-0.6407297554842177,-0.48664993466069395
56.0,30.6958,2.0562193598488228,-0.028204020684680614
18.0,7.8542,-0.871896822512764,-0.4880753554061005
28.0,25.4667,-0.10133993241760961,-0.13348181192486414
50.0,28.7125,1.5938852257917302,-0.06813392131130011
30.0,13.0,0.052771445601421274,-0.38447464817852084
36.0,0.0,0.5151055796585139,-0.6462044460638905
28.0,69.55,-0.10133993241760961,0.7540499726228369
28.0,15.05,-0.10133993241760961,-0.34320187235813565
9.0,31.3875,-1.565398023598403,-0.014277982131041355
1.0,39.0,-2.1818435356745267,0.13898494759221836
4.0,22.025,-1.9506764686459803,-0.20277376926194698
28.0,50.0,-0.10133993241760961,0.36044862272599265
28.0,15.5,-0.10133993241760961,-0.33414199473902667
45.0,26.55,1.208606780744153,-0.11167166653646252
40.0,15.5,0.8233283356965757,-0.33414199473902667
36.0,7.8958,0.5151055796585139,-0.48723782005286725
32.0,13.0,0.20688282362045216,-0.38447464817852084
19.0,13.0,-0.7948411335032486,-0.38447464817852084
19.0,7.8542,-0.7948411335032486,-0.4880753554061005
3.0,26.0,-2.0277321576554956,-0.12274485029315124
44.0,27.7208,1.1315510917346374,-0.08809987827767862
58.0,146.5208,2.210330737867854,2.3037078131670836
28.0,7.75,-0.10133993241760961,-0.49017322040145855
42.0,8.4042,0.9774397137156066,-0.4770021716494118
28.0,7.75,-0.10133993241760961,-0.49017322040145855
24.0,13.0,-0.4095626884556714,-0.38447464817852084
28.0,9.5,-0.10133993241760961,-0.4549403629938127
28.0,69.55,-0.10133993241760961,0.7540499726228369
34.0,6.4958,0.36099420163948304,-0.515424105978984
45.5,7.225,1.2471346252489106,-0.5007430776237524
18.0,8.05,-0.871896822512764,-0.4841333019887193
2.0,10.4625,-2.104787846665011,-0.43556229141960745
32.0,15.85,0.20688282362045216,-0.32709542325749746
26.0,18.7875,-0.2554513104366405,-0.26795455546609187
16.0,7.75,-1.026008200531795,-0.49017322040145855
40.0,31.0,0.8233283356965757,-0.022079543414162937
24.0,7.05,-0.4095626884556714,-0.5042663633645169
35.0,21.0,0.4380498906489985,-0.22341015717213955
22.0,7.25,-0.5636740664747023,-0.5002397510893574
30.0,13.0,0.052771445601421274,-0.38447464817852084
28.0,7.75,-0.10133993241760961,-0.49017322040145855
31.0,113.275,0.12982713461093673,1.6343680812795898
27.0,7.925,-0.17839562142712506,-0.48664993466069395
42.0,27.0,0.9774397137156066,-0.10261178891735358
32.0,76.2917,0.20688282362045216,0.8897810325000521
30.0,10.5,0.052771445601421274,-0.434807301618015
16.0,8.05,-1.026008200531795,-0.4841333019887193
27.0,13.0,-0.17839562142712506,-0.38447464817852084
51.0,8.05,1.6709409148012455,-0.4841333019887193
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
38.0,90.0,0.6692169576775449,1.1657710777578991
22.0,9.35,-0.5636740664747023,-0.4579603222001823
19.0,10.5,-0.7948411335032486,-0.434807301618015
20.5,7.25,-0.6792575999889754,-0.5002397510893574
18.0,13.0,-0.871896822512764,-0.38447464817852084
28.0,25.4667,-0.10133993241760961,-0.13348181192486414
35.0,83.475,0.4380498906489985,1.0344028522808193
29.0,7.775,-0.024284243408094167,-0.48966989386706367
59.0,13.5,2.287386426877369,-0.374408117490622
5.0,31.3875,-1.8736207796364648,-0.014277982131041355
24.0,10.5,-0.4095626884556714,-0.434807301618015
28.0,7.55,-0.10133993241760961,-0.4941998326766181
44.0,26.0,1.1315510917346374,-0.12274485029315124
8.0,26.25,-1.6424537126079184,-0.11771158494920184
19.0,10.5,-0.7948411335032486,-0.434807301618015
33.0,12.275,0.2839385126299676,-0.3990711176759742
28.0,14.4542,-0.10133993241760961,-0.3551971503258359
28.0,15.5,-0.10133993241760961,-0.33414199473902667
29.0,10.5,-0.024284243408094167,-0.434807301618015
22.0,7.125,-0.5636740664747023,-0.5027563837613321
30.0,7.225,0.052771445601421274,-0.5007430776237524
44.0,90.0,1.1315510917346374,1.1657710777578991
25.0,7.775,-0.3325069994461559,-0.48966989386706367
24.0,14.5,-0.4095626884556714,-0.35427505611482435
37.0,52.5542,0.5921612686680294,0.41187248809205507
54.0,26.0,1.902107981829792,-0.12274485029315124
28.0,7.25,-0.10133993241760961,-0.5002397510893574
29.0,10.4625,-0.024284243408094167,-0.43556229141960745
62.0,26.55,2.5185534939059155,-0.11167166653646252
30.0,16.1,0.052771445601421274,-0.3220621579135481
41.0,20.2125,0.9003840247060911,-0.23926494300558024
29.0,15.2458,-0.024284243408094167,-0.33925981894075447
28.0,79.2,-0.10133993241760961,0.9483340148992845
30.0,86.5,0.052771445601421274,1.0953053629426073
35.0,512.3292,0.4380498906489985,9.668550782149426
50.0,26.0,1.5938852257917302,-0.12274485029315124
28.0,7.75,-0.10133993241760961,-0.49017322040145855
3.0,31.3875,-2.0277321576554956,-0.014277982131041355
52.0,79.65,1.747996603810761,0.9573938925183935
40.0,0.0,0.8233283356965757,-0.6462044460638905
28.0,7.75,-0.10133993241760961,-0.49017322040145855
36.0,10.5,0.5151055796585139,-0.434807301618015
16.0,39.6875,-1.026008200531795,0.15282642728807924
25.0,7.775,-0.3325069994461559,-0.48966989386706367
58.0,153.4625,2.210330737867854,2.443465485319458
35.0,135.6333,0.4380498906489985,2.084509107438086
28.0,31.0,-0.10133993241760961,-0.022079543414162937
25.0,0.0,-0.3325069994461559,-0.6462044460638905
41.0,19.5,0.9003840247060911,-0.25360974923583607
37.0,29.7,0.5921612686680294,-0.04825252320269991
28.0,7.75,-0.10133993241760961,-0.49017322040145855
63.0,77.9583,2.5956091829154313,0.9233347925889563
45.0,7.75,1.208606780744153,-0.49017322040145855
28.0,0.0,-0.10133993241760961,-0.6462044460638905
7.0,29.125,-1.719509401617434,-0.05982903349378355
35.0,20.25,0.4380498906489985,-0.2385099532039878
65.0,7.75,2.749720560934462,-0.49017322040145855
28.0,7.8542,-0.10133993241760961,-0.4880753554061005
16.0,9.5,-1.026008200531795,-0.4549403629938127
19.0,8.05,-0.7948411335032486,-0.4841333019887193
28.0,26.0,-0.10133993241760961,-0.12274485029315124
33.0,8.6625,0.2839385126299676,-0.4718018018960432
30.0,9.5,0.052771445601421274,-0.4549403629938127
22.0,7.8958,-0.5636740664747023,-0.48723782005286725
42.0,13.0,0.9774397137156066,-0.38447464817852084
22.0,7.75,-0.5636740664747023,-0.49017322040145855
26.0,78.85,-0.2554513104366405,0.941287443417755
19.0,91.0792,-0.7948411335032486,1.1874986775946599
36.0,12.875,0.5151055796585139,-0.38699128085049556
24.0,8.85,-0.4095626884556714,-0.4680268528880811
24.0,7.8958,-0.4095626884556714,-0.48723782005286725
28.0,27.7208,-0.10133993241760961,-0.08809987827767862
23.5,7.2292,-0.4480905329604291,-0.500658518765974
2.0,151.55,-2.104787846665011,2.404961005438245
28.0,30.5,-0.10133993241760961,-0.032146074102061765
50.0,247.5208,1.5938852257917302,4.337147012122648
28.0,7.75,-0.10133993241760961,-0.49017322040145855
28.0,23.25,-0.10133993241760961,-0.17811076907659482
19.0,0.0,-0.7948411335032486,-0.6462044460638905
28.0,12.35,-0.10133993241760961,-0.3975611380727893
28.0,8.05,-0.10133993241760961,-0.4841333019887193
0.92,151.55,-2.188007990795288,2.404961005438245
28.0,110.8833,-0.10133993241760961,1.5862158383870948
17.0,108.9,-0.9489525115222794,1.546285937760475
30.0,24.0,0.052771445601421274,-0.16301097304474657
30.0,56.9292,0.052771445601421274,0.4999546316111698
24.0,83.1583,-0.4095626884556714,1.0280267117431041
18.0,262.375,-0.871896822512764,4.636207532411021
26.0,26.0,-0.2554513104366405,-0.12274485029315124
28.0,7.8958,-0.10133993241760961,-0.48723782005286725
43.0,26.25,1.054495402725122,-0.11771158494920184
26.0,7.8542,-0.2554513104366405,-0.4880753554061005
24.0,26.0,-0.4095626884556714,-0.12274485029315124
